,day,hour,month,weekday,avg_hrly_hum
236,7,18,11,3,37.650000000000006
238,7,19,11,3,37.75
240,8,9,11,4,31.433333333333334
246,8,10,11,4,31.766666666666666
252,8,11,11,4,30.91666666666667
258,8,12,11,4,30.51666666666667
264,8,13,11,4,28.950000000000003
270,8,14,11,4,29.03333333333333
276,8,15,11,4,28.433333333333334
282,8,16,11,4,27.933333333333334
288,8,17,11,4,28.21666666666667
294,8,18,11,4,28.066666666666666
300,8,19,11,4,30.78333333333333
306,8,20,11,4,31.450000000000003
312,8,21,11,4,30.299999999999997
318,8,22,11,4,29.78333333333333
324,8,23,11,4,29.166666666666668
330,9,0,11,5,28.900000000000002
336,9,1,11,5,28.41666666666666
342,9,2,11,5,28.716666666666665
348,9,3,11,5,28.150000000000002
354,9,4,11,5,28.399999999999995
360,9,5,11,5,28.76666666666667
366,9,6,11,5,29.0
372,9,7,11,5,28.63333333333333
378,9,8,11,5,28.083333333333332
384,9,9,11,5,29.33333333333334
390,9,10,11,5,29.13333333333333
396,9,11,11,5,29.13333333333333
402,9,12,11,5,32.18333333333333
408,9,13,11,5,31.650000000000006
414,9,14,11,5,30.366666666666664
420,9,15,11,5,30.000000000000004
426,9,16,11,5,29.850000000000005
432,9,17,11,5,30.200000000000003
438,9,18,11,5,30.133333333333336
444,9,19,11,5,29.150000000000002
450,9,20,11,5,28.950000000000003
456,9,21,11,5,29.183333333333334
462,9,22,11,5,29.316666666666666
468,9,23,11,5,29.36666666666667
474,10,0,11,6,29.483333333333334
480,10,1,11,6,29.716666666666665
486,10,2,11,6,29.833333333333332
492,10,3,11,6,30.116666666666664
498,10,4,11,6,30.266666666666666
504,10,5,11,6,30.53333333333333
510,10,6,11,6,30.650000000000002
516,10,7,11,6,30.166666666666668
522,10,8,11,6,30.11666666666667
528,10,13,11,6,31.5
529,10,14,11,6,31.616666666666664
535,10,15,11,6,31.583333333333332
541,10,16,11,6,31.816666666666666
547,10,17,11,6,32.333333333333336
553,10,18,11,6,32.49999999999999
559,10,19,11,6,32.56666666666667
565,10,20,11,6,32.56666666666666
571,10,21,11,6,32.6
577,10,22,11,6,32.6
583,10,23,11,6,32.6
589,11,0,11,0,32.53333333333333
595,11,1,11,0,32.55
601,11,2,11,0,32.46666666666667
607,11,3,11,0,32.65
613,11,4,11,0,32.916666666666664
619,11,5,11,0,33.03333333333333
625,11,6,11,0,33.28333333333334
631,11,7,11,0,33.46666666666667
637,11,8,11,0,33.61666666666667
643,11,9,11,0,33.9
649,11,10,11,0,34.150000000000006
655,11,11,11,0,34.06666666666666
661,11,12,11,0,34.0
667,11,13,11,0,34.0
673,11,14,11,0,34.166666666666664
679,11,15,11,0,34.28333333333333
685,11,16,11,0,34.53333333333333
691,11,17,11,0,34.983333333333334
697,11,18,11,0,35.53333333333333
703,11,19,11,0,35.949999999999996
709,11,20,11,0,36.133333333333326
715,11,21,11,0,36.300000000000004
721,11,22,11,0,36.35
727,11,23,11,0,37.68333333333334
733,12,0,11,1,37.86666666666667
739,12,1,11,1,37.01666666666666
745,12,2,11,1,36.53333333333333
751,12,3,11,1,36.25
757,12,4,11,1,36.1
763,12,5,11,1,35.93333333333334
769,12,6,11,1,35.93333333333333
775,12,7,11,1,35.85
781,12,8,11,1,37.21666666666666
787,12,9,11,1,37.16666666666667
793,12,10,11,1,36.599999999999994
799,12,11,11,1,36.41666666666667
805,12,12,11,1,36.28333333333333
811,12,13,11,1,35.65
817,12,14,11,1,34.48333333333333
823,12,15,11,1,33.35
829,12,16,11,1,32.31666666666667
835,12,17,11,1,31.150000000000002
841,12,18,11,1,29.649999999999995
847,12,19,11,1,29.083333333333332
853,12,20,11,1,28.05
859,12,21,11,1,28.3
865,12,22,11,1,30.53333333333333
871,12,23,11,1,28.683333333333334
877,13,0,11,2,26.116666666666664
883,13,1,11,2,25.183333333333334
889,13,2,11,2,24.25
895,13,3,11,2,23.133333333333336
901,13,4,11,2,20.45
907,13,5,11,2,19.683333333333334
913,13,6,11,2,18.75
919,13,7,11,2,19.166666666666668
925,13,8,11,2,25.599999999999998
931,13,9,11,2,26.25
937,13,10,11,2,24.349999999999998
943,13,11,11,2,20.833333333333332
949,13,12,11,2,20.750000000000004
955,13,13,11,2,21.28
960,13,18,11,2,26.2
962,13,19,11,2,26.516666666666666
968,13,20,11,2,26.233333333333334
974,13,21,11,2,31.016666666666666
980,13,22,11,2,30.61666666666667
986,13,23,11,2,29.61666666666667
992,14,0,11,3,27.649999999999995
998,14,1,11,3,26.233333333333334
1004,14,2,11,3,25.46666666666667
1010,14,3,11,3,25.0
1016,14,4,11,3,24.75
1022,14,5,11,3,24.116666666666664
1028,14,6,11,3,24.883333333333336
1034,14,7,11,3,25.55
1040,14,8,11,3,28.900000000000002
1046,14,9,11,3,28.383333333333336
1052,14,10,11,3,27.349999999999998
1058,14,11,11,3,27.516666666666666
1064,14,12,11,3,28.666666666666668
1070,14,13,11,3,29.733333333333334
1076,14,14,11,3,29.850000000000005
1082,14,15,11,3,30.03333333333333
1088,14,16,11,3,30.316666666666666
1094,14,17,11,3,30.600000000000005
1100,14,18,11,3,30.983333333333334
1106,14,19,11,3,31.599999999999994
1112,14,20,11,3,31.866666666666664
1118,14,21,11,3,32.050000000000004
1124,14,22,11,3,32.05
1130,14,23,11,3,34.23333333333333
1136,15,0,11,4,33.93333333333334
1142,15,1,11,4,33.43333333333334
1148,15,2,11,4,33.03333333333334
1154,15,3,11,4,32.61666666666667
1160,15,4,11,4,32.31666666666667
1166,15,5,11,4,31.983333333333334
1172,15,6,11,4,31.950000000000003
1178,15,7,11,4,32.15
1184,15,8,11,4,34.06666666666666
1190,15,9,11,4,32.38333333333333
1196,15,10,11,4,31.616666666666664
1202,15,11,11,4,30.916666666666668
1208,15,12,11,4,30.41666666666667
1214,15,13,11,4,30.75
1220,15,14,11,4,30.53333333333333
1226,15,15,11,4,30.133333333333336
1232,15,16,11,4,29.71666666666667
1238,15,17,11,4,29.849999999999998
1244,15,18,11,4,30.150000000000002
1250,15,19,11,4,30.33333333333333
1256,15,20,11,4,29.71666666666667
1262,15,21,11,4,29.933333333333334
1268,15,22,11,4,29.933333333333334
1274,15,23,11,4,30.03333333333333
1280,16,0,11,5,29.433333333333337
1286,16,1,11,5,27.95
1292,16,2,11,5,24.599999999999998
1298,16,3,11,5,24.733333333333334
1304,16,4,11,5,23.933333333333334
1310,16,5,11,5,23.666666666666668
1316,16,6,11,5,23.666666666666668
1322,16,7,11,5,23.166666666666668
1328,16,8,11,5,22.183333333333334
1334,16,9,11,5,22.099999999999998
1340,16,10,11,5,19.233333333333334
1346,16,11,11,5,19.8
1352,16,12,11,5,28.899999999999995
1358,16,13,11,5,25.650000000000002
1364,16,14,11,5,23.116666666666664
1370,16,15,11,5,19.716666666666665
1376,16,16,11,5,18.5
1382,16,17,11,5,19.433333333333334
1388,16,18,11,5,18.575
1392,16,20,11,5,20.3
1393,16,21,11,5,20.400000000000002
1399,16,22,11,5,18.666666666666668
1405,16,23,11,5,19.216666666666665
1411,17,0,11,6,22.61666666666667
1417,17,1,11,6,21.283333333333335
1423,17,2,11,6,21.21666666666667
1429,17,3,11,6,20.700000000000003
1435,17,4,11,6,20.000000000000004
1441,17,5,11,6,21.483333333333334
1447,17,6,11,6,22.933333333333334
1453,17,7,11,6,23.53333333333333
1459,17,8,11,6,23.78333333333333
1465,17,9,11,6,24.53333333333333
1471,17,10,11,6,24.833333333333332
1477,17,11,11,6,25.933333333333334
1483,17,12,11,6,25.86666666666667
1489,17,13,11,6,27.383333333333336
1495,17,14,11,6,30.03333333333333
1501,17,15,11,6,31.96666666666667
1507,17,16,11,6,34.55
1513,17,17,11,6,34.699999999999996
1519,17,18,11,6,33.73333333333333
1525,17,19,11,6,34.800000000000004
1531,17,20,11,6,34.06666666666667
1537,17,21,11,6,33.35
1543,17,22,11,6,32.75
1549,17,23,11,6,33.1
1555,18,0,11,0,32.233333333333334
1561,18,1,11,0,31.583333333333332
1567,18,2,11,0,31.5
1573,18,3,11,0,31.349999999999998
1579,18,4,11,0,31.150000000000002
1585,18,5,11,0,31.583333333333332
1591,18,6,11,0,32.18333333333333
1597,18,7,11,0,32.11666666666667
1603,18,8,11,0,31.8
1609,18,9,11,0,31.86666666666667
1615,18,10,11,0,31.900000000000002
1621,18,11,11,0,31.900000000000002
1627,18,12,11,0,32.233333333333334
1633,18,13,11,0,32.9
1639,18,14,11,0,33.099999999999994
1645,18,15,11,0,33.46666666666667
1651,18,16,11,0,33.599999999999994
1657,18,17,11,0,33.699999999999996
1663,18,18,11,0,33.699999999999996
1669,18,19,11,0,33.699999999999996
1675,18,20,11,0,33.716666666666676
1681,18,21,11,0,33.81666666666666
1687,18,22,11,0,33.800000000000004
1693,18,23,11,0,34.0
1699,19,0,11,1,34.550000000000004
1705,19,1,11,1,34.083333333333336
1711,19,2,11,1,33.86666666666667
1717,19,3,11,1,33.78333333333334
1723,19,4,11,1,33.949999999999996
1729,19,5,11,1,34.06666666666666
1735,19,6,11,1,34.26666666666667
1741,19,7,11,1,34.36666666666667
1747,19,8,11,1,35.11666666666667
1753,19,9,11,1,37.083333333333336
1759,19,10,11,1,36.61666666666667
1765,19,11,11,1,36.56666666666666
1771,19,12,11,1,38.06666666666666
1777,19,13,11,1,37.949999999999996
1783,19,14,11,1,37.01666666666667
1789,19,15,11,1,36.53333333333334
1795,19,16,11,1,36.03333333333334
1801,19,17,11,1,35.86666666666667
1807,19,18,11,1,36.166666666666664
1813,19,19,11,1,35.85
1819,19,20,11,1,35.339999999999996
1824,26,19,11,1,0.01
1826,26,20,11,1,0.01
1832,26,21,11,1,0.01
1838,26,22,11,1,0.01
1844,26,23,11,1,0.01
1850,27,0,11,2,0.01
1856,27,1,11,2,0.01
1862,27,2,11,2,0.01
1868,27,3,11,2,0.01
1874,27,4,11,2,0.01
1880,27,5,11,2,0.01
1886,27,6,11,2,0.01
1892,27,7,11,2,0.01
1898,27,8,11,2,0.01
1904,27,9,11,2,0.01
1910,27,10,11,2,0.01
1916,27,11,11,2,0.01
1922,27,12,11,2,0.01
1928,27,13,11,2,0.01
1934,27,14,11,2,0.01
1940,27,15,11,2,0.01
1946,27,16,11,2,0.01
1952,27,17,11,2,0.01
1958,27,18,11,2,0.01
1964,27,19,11,2,0.01
1970,27,20,11,2,0.01
1976,27,21,11,2,0.01
1982,27,22,11,2,0.01
1988,27,23,11,2,0.01
1994,28,0,11,3,0.01
2000,28,1,11,3,0.01
2006,28,2,11,3,0.01
2012,28,3,11,3,0.01
2018,28,4,11,3,0.01
2024,28,5,11,3,0.01
2030,28,6,11,3,0.01
2036,28,7,11,3,0.01
2042,28,8,11,3,0.01
2048,28,9,11,3,0.01
2054,28,10,11,3,0.01
2060,28,11,11,3,0.01
2066,28,12,11,3,0.01
2072,28,13,11,3,0.01
2078,28,14,11,3,0.01
2084,28,15,11,3,0.01
2090,28,16,11,3,0.01
2096,28,17,11,3,0.01
2102,28,18,11,3,0.01
2108,28,19,11,3,0.01
2114,28,20,11,3,0.01
2120,28,21,11,3,0.01
2126,28,22,11,3,0.01
2132,28,23,11,3,0.01
2138,29,0,11,4,0.01
2144,29,1,11,4,0.01
2150,29,2,11,4,0.01
2156,29,3,11,4,0.01
2162,29,4,11,4,0.01
2168,29,5,11,4,0.01
2174,29,6,11,4,0.01
2180,29,7,11,4,0.01
2186,29,8,11,4,0.01
2192,29,9,11,4,0.01
2198,29,10,11,4,0.01
2204,29,11,11,4,0.01
2210,29,12,11,4,0.01
2216,29,13,11,4,0.01
2222,29,14,11,4,0.01
2228,29,15,11,4,0.01
2234,29,16,11,4,0.01
2240,29,17,11,4,0.01
2246,29,18,11,4,0.01
2252,29,19,11,4,0.01
2256,29,23,11,4,0.01
2262,30,0,11,5,0.01
2268,30,1,11,5,0.01
2274,30,2,11,5,0.01
2280,30,3,11,5,0.01
2286,30,4,11,5,0.01
2292,30,5,11,5,0.01
2298,30,6,11,5,0.01
2304,30,7,11,5,0.01
2310,30,8,11,5,0.01
2316,30,9,11,5,0.01
2322,30,10,11,5,0.01
2328,30,11,11,5,0.01
2334,30,12,11,5,0.01
2340,30,13,11,5,0.01
2346,30,14,11,5,0.01
2352,30,15,11,5,0.01
2358,30,16,11,5,0.01
2364,30,17,11,5,0.01
2370,30,18,11,5,0.01
2376,30,19,11,5,0.01
2382,30,20,11,5,0.01
2388,30,21,11,5,0.01
2394,30,22,11,5,0.01
2400,30,23,11,5,0.01
2406,1,0,12,6,0.01
2412,1,1,12,6,0.01
2418,1,2,12,6,0.01
2424,1,3,12,6,0.01
2430,1,4,12,6,0.01
2436,1,5,12,6,0.01
2442,1,6,12,6,0.01
2448,1,7,12,6,0.01
2454,1,8,12,6,0.01
2460,1,9,12,6,0.01
2466,1,10,12,6,0.01
2472,1,11,12,6,0.01
2478,1,12,12,6,0.01
2484,1,13,12,6,0.01
2490,1,14,12,6,0.01
2496,1,15,12,6,0.01
2502,1,16,12,6,0.01
2508,1,17,12,6,0.01
2514,1,18,12,6,0.01
2520,1,19,12,6,0.01
2526,1,20,12,6,0.01
2532,1,21,12,6,0.01
2538,1,22,12,6,0.01
2544,1,23,12,6,0.01
2550,2,0,12,0,0.01
2556,2,1,12,0,0.01
2562,2,2,12,0,0.01
2568,2,3,12,0,0.01
2574,2,4,12,0,0.01
2580,2,5,12,0,0.01
2586,2,6,12,0,0.01
2592,2,7,12,0,0.01
2598,2,8,12,0,0.01
2604,2,9,12,0,0.01
2610,2,10,12,0,0.01
2616,2,11,12,0,0.01
2622,2,12,12,0,0.01
2628,2,13,12,0,0.01
2634,2,14,12,0,0.01
2640,2,15,12,0,0.01
2646,2,16,12,0,0.01
2652,2,17,12,0,0.01
2658,2,18,12,0,0.01
2664,2,19,12,0,0.01
2670,2,20,12,0,0.01
2676,2,21,12,0,0.01
2682,2,22,12,0,0.01
2688,2,23,12,0,0.01
2692,3,0,12,1,0.01
2698,3,1,12,1,0.01
2704,3,2,12,1,0.01
2710,3,3,12,1,0.01
2716,3,4,12,1,0.01
2722,3,5,12,1,0.01
2728,3,6,12,1,0.01
2734,3,7,12,1,0.01
2740,3,8,12,1,0.01
2746,3,9,12,1,0.01
2752,3,10,12,1,0.01
2758,3,11,12,1,0.01
2764,3,12,12,1,0.01
2770,3,13,12,1,0.01
2776,3,14,12,1,0.01
2782,3,15,12,1,0.01
2788,3,16,12,1,0.01
2794,3,17,12,1,0.01
2800,3,18,12,1,0.01
2806,3,19,12,1,0.01
2812,3,20,12,1,0.01
2818,3,21,12,1,0.01
2824,3,22,12,1,0.01
2830,3,23,12,1,0.01
2836,4,0,12,2,0.01
2842,4,1,12,2,0.01
2848,4,2,12,2,0.01
2854,4,3,12,2,0.01
2860,4,4,12,2,0.01
2866,4,5,12,2,0.01
2872,4,6,12,2,0.01
2878,4,7,12,2,0.01
2884,4,8,12,2,0.01
2890,4,9,12,2,0.01
2896,4,10,12,2,0.01
2902,4,11,12,2,0.01
2908,4,12,12,2,0.01
2914,4,13,12,2,0.01
2920,4,14,12,2,0.01
2926,4,15,12,2,0.01
2932,4,16,12,2,0.01
2938,4,17,12,2,0.01
2944,4,18,12,2,0.01
2950,4,19,12,2,0.01
2956,4,20,12,2,0.01
2962,4,21,12,2,0.01
2968,4,22,12,2,0.01
2974,4,23,12,2,0.01
2980,5,0,12,3,0.01
2986,5,1,12,3,0.01
2992,5,2,12,3,0.01
2998,5,3,12,3,0.01
3004,5,4,12,3,0.01
3010,5,5,12,3,0.01
3016,5,6,12,3,0.01
3022,5,7,12,3,0.01
3028,5,8,12,3,0.01
3034,5,9,12,3,0.01
3040,5,10,12,3,0.01
3046,5,11,12,3,0.01
3052,5,12,12,3,0.01
3058,5,13,12,3,0.01
3064,5,14,12,3,0.01
3070,5,15,12,3,0.01
3076,5,16,12,3,0.01
3082,5,17,12,3,0.01
3088,5,18,12,3,0.01
3094,5,19,12,3,0.01
3100,5,20,12,3,0.01
3106,5,21,12,3,0.01
3112,5,22,12,3,0.01
3118,5,23,12,3,0.01
